Sample in Buffer,Sample in Window,TRIGGER,ts_valid_d2,ts_coarse_d2[31:0],ts_fine_idx_d2[8:0],psdone,current_loop_cnt[8:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED,HEX,UNSIGNED
7312,7312,0,1,4c0d7f54,186,0,183
7313,7313,0,1,4c0e42a4,186,0,183
7314,7314,0,1,4c0f05f4,183,0,183
7315,7315,0,1,4c0fc944,186,0,183
7316,7316,0,1,4c108c94,186,0,183
7317,7317,0,1,4c114fe4,183,0,183
7318,7318,0,1,4c121334,186,0,183
7319,7319,0,1,4c12d684,183,0,183
7320,7320,0,1,4c1399d4,186,0,183
7321,7321,0,1,4c145d24,184,0,183
7322,7322,0,1,4c152074,184,0,183
7323,7323,0,1,4c15e3c4,186,0,183
7324,7324,0,1,4c16a714,186,0,183
7325,7325,0,1,4c176a64,186,0,183
7326,7326,0,1,4c182db4,183,0,183
7327,7327,0,1,4c18f104,186,0,183
7328,7328,0,1,4c19b454,186,0,183
7329,7329,0,1,4c1a77a4,184,0,183
7330,7330,0,1,4c1b3af4,184,0,183
7331,7331,0,1,4c1bfe44,186,0,183
7332,7332,0,1,4c1cc194,186,0,183
7333,7333,0,1,4c1d84e4,183,0,183
7334,7334,0,1,4c1e4834,186,0,183
7335,7335,0,1,4c1f0b84,183,0,183
7336,7336,0,1,4c1fced4,184,0,184
7337,7337,0,1,4c209224,186,0,184
7338,7338,0,1,4c215574,186,0,184
7339,7339,0,1,4c2218c4,186,0,184
7340,7340,0,1,4c22dc14,187,0,184
7341,7341,0,1,4c239f64,188,0,184
7342,7342,0,1,4c2462b4,186,0,184
7343,7343,0,1,4c252604,186,0,184
7344,7344,0,1,4c25e954,186,0,184
7345,7345,0,1,4c26aca4,186,0,184
7346,7346,0,1,4c276ff4,186,0,184
7347,7347,0,1,4c283344,188,0,184
7348,7348,0,1,4c28f694,186,0,184
7349,7349,0,1,4c29b9e4,186,0,184
7350,7350,0,1,4c2a7d34,186,0,184
7351,7351,0,1,4c2b4084,186,0,184
7352,7352,0,1,4c2c03d4,186,0,184
7353,7353,0,1,4c2cc724,186,0,184
7354,7354,0,1,4c2d8a74,186,0,184
7355,7355,0,1,4c2e4dc4,186,0,184
7356,7356,0,1,4c2f1114,186,0,184
7357,7357,0,1,4c2fd464,186,0,184
7358,7358,0,1,4c3097b4,186,0,184
7359,7359,0,1,4c315b04,186,0,184
7360,7360,0,1,4c321e54,186,0,184
7361,7361,0,1,4c32e1a4,187,0,184
7362,7362,0,1,4c33a4f4,186,0,184
7363,7363,0,1,4c346844,186,0,184
7364,7364,0,1,4c352b94,186,0,184
7365,7365,0,1,4c35eee4,186,0,184
7366,7366,0,1,4c36b234,186,0,184
7367,7367,0,1,4c377584,186,0,184
7368,7368,0,1,4c3838d4,189,0,184
7369,7369,0,1,4c38fc24,186,0,184
7370,7370,0,1,4c39bf74,186,0,184
7371,7371,0,1,4c3a82c4,186,0,184
7372,7372,0,1,4c3b4614,186,0,184
7373,7373,0,1,4c3c0964,186,0,184
7374,7374,0,1,4c3cccb4,186,0,184
7375,7375,0,1,4c3d9004,189,0,184
7376,7376,0,1,4c3e5354,186,0,185
7377,7377,0,1,4c3f16a4,186,0,185
7378,7378,0,1,4c3fd9f4,189,0,185
7379,7379,0,1,4c409d44,189,0,185
7380,7380,0,1,4c416094,187,0,185
7381,7381,0,1,4c4223e4,189,0,185
7382,7382,0,1,4c42e734,189,0,185
7383,7383,0,1,4c43aa84,186,0,185
7384,7384,0,1,4c446dd4,189,0,185
7385,7385,0,1,4c453124,189,0,185
7386,7386,0,1,4c45f474,189,0,185
7387,7387,0,1,4c46b7c4,186,0,185
7388,7388,0,1,4c477b14,189,0,185
7389,7389,0,1,4c483e64,189,0,185
7390,7390,0,1,4c4901b4,187,0,185
7391,7391,0,1,4c49c504,189,0,185
7392,7392,0,1,4c4a8854,189,0,185
7393,7393,0,1,4c4b4ba4,188,0,185
7394,7394,0,1,4c4c0ef4,188,0,185
7395,7395,0,1,4c4cd244,189,0,185
7396,7396,0,1,4c4d9594,189,0,185
7397,7397,0,1,4c4e58e4,188,0,185
7398,7398,0,1,4c4f1c34,189,0,185
7399,7399,0,1,4c4fdf84,187,0,185
7400,7400,0,1,4c50a2d4,188,0,185
7401,7401,0,1,4c516624,189,0,185
7402,7402,0,1,4c522974,189,0,185
7403,7403,0,1,4c52ecc4,186,0,185
7404,7404,0,1,4c53b014,189,0,185
7405,7405,0,1,4c547364,189,0,185
7406,7406,0,1,4c5536b4,189,0,185
7407,7407,0,1,4c55fa04,186,0,185
7408,7408,0,1,4c56bd54,189,0,185
7409,7409,0,1,4c5780a4,186,0,185
7410,7410,0,1,4c5843f4,189,0,185
7411,7411,0,1,4c590744,189,0,185
7412,7412,0,1,4c59ca94,186,0,185
7413,7413,0,1,4c5a8de4,189,0,185
7414,7414,0,1,4c5b5134,188,0,185
7415,7415,0,1,4c5c1484,189,0,185
7416,7416,0,1,4c5cd7d4,188,0,186
7417,7417,0,1,4c5d9b24,189,0,186
7418,7418,0,1,4c5e5e74,189,0,186
7419,7419,0,1,4c5f21c4,189,0,186
7420,7420,0,1,4c5fe514,189,0,186
7421,7421,0,1,4c60a864,189,0,186
7422,7422,0,1,4c616bb4,189,0,186
7423,7423,0,1,4c622f04,189,0,186
7424,7424,0,1,4c62f254,189,0,186
7425,7425,0,1,4c63b5a4,189,0,186
7426,7426,0,1,4c6478f4,189,0,186
7427,7427,0,1,4c653c44,189,0,186
7428,7428,0,1,4c65ff94,189,0,186
7429,7429,0,1,4c66c2e4,189,0,186
7430,7430,0,1,4c678634,189,0,186
7431,7431,0,1,4c684984,189,0,186
7432,7432,0,1,4c690cd4,189,0,186
7433,7433,0,1,4c69d024,189,0,186
7434,7434,0,1,4c6a9374,189,0,186
7435,7435,0,1,4c6b56c4,189,0,186
7436,7436,0,1,4c6c1a14,189,0,186
7437,7437,0,1,4c6cdd64,189,0,186
7438,7438,0,1,4c6da0b4,189,0,186
7439,7439,0,1,4c6e6404,189,0,186
7440,7440,0,1,4c6f2754,189,0,186
7441,7441,0,1,4c6feaa4,189,0,186
7442,7442,0,1,4c70adf4,189,0,186
7443,7443,0,1,4c717144,189,0,186
7444,7444,0,1,4c723494,189,0,186
7445,7445,0,1,4c72f7e4,189,0,186
7446,7446,0,1,4c73bb34,190,0,186
7447,7447,0,1,4c747e84,189,0,186
7448,7448,0,1,4c7541d4,189,0,186
7449,7449,0,1,4c760524,189,0,186
7450,7450,0,1,4c76c874,189,0,186
7451,7451,0,1,4c778bc4,189,0,186
7452,7452,0,1,4c784f14,189,0,186
7453,7453,0,1,4c791264,190,0,186
7454,7454,0,1,4c79d5b4,189,0,186
7455,7455,0,1,4c7a9904,189,0,186
7456,7456,0,1,4c7b5c54,189,0,187
7457,7457,0,1,4c7c1fa4,189,0,187
7458,7458,0,1,4c7ce2f4,189,0,187
7459,7459,0,1,4c7da644,191,0,187
7460,7460,0,1,4c7e6994,189,0,187
7461,7461,0,1,4c7f2ce4,190,0,187
7462,7462,0,1,4c7ff034,190,0,187
7463,7463,0,1,4c80b384,190,0,187
7464,7464,0,1,4c8176d4,189,0,187
7465,7465,0,1,4c823a24,190,0,187
7466,7466,0,1,4c82fd74,189,0,187
7467,7467,0,1,4c83c0c4,189,0,187
7468,7468,0,1,4c848414,190,0,187
7469,7469,0,1,4c854764,189,0,187
7470,7470,0,1,4c860ab4,189,0,187
7471,7471,0,1,4c86ce04,190,0,187
7472,7472,0,1,4c879154,191,0,187
7473,7473,0,1,4c8854a4,189,0,187
7474,7474,0,1,4c8917f4,190,0,187
7475,7475,0,1,4c89db44,189,0,187
7476,7476,0,1,4c8a9e94,190,0,187
7477,7477,0,1,4c8b61e4,189,0,187
7478,7478,0,1,4c8c2534,191,0,187
7479,7479,0,1,4c8ce884,189,0,187
7480,7480,0,1,4c8dabd4,191,0,187
7481,7481,0,1,4c8e6f24,190,0,187
7482,7482,0,1,4c8f3274,189,0,187
7483,7483,0,1,4c8ff5c4,189,0,187
7484,7484,0,1,4c90b914,191,0,187
7485,7485,0,1,4c917c64,190,0,187
7486,7486,0,1,4c923fb4,189,0,187
7487,7487,0,1,4c930304,189,0,187
7488,7488,0,1,4c93c654,189,0,187
7489,7489,0,1,4c9489a4,190,0,187
7490,7490,0,1,4c954cf4,189,0,187
7491,7491,0,1,4c961044,191,0,187
7492,7492,0,1,4c96d394,190,0,187
7493,7493,0,1,4c9796e4,190,0,187
7494,7494,0,1,4c985a34,190,0,187
7495,7495,0,1,4c991d84,190,0,187
7496,7496,0,1,4c99e0d4,189,0,188
7497,7497,0,1,4c9aa424,191,0,188
7498,7498,0,1,4c9b6774,191,0,188
7499,7499,0,1,4c9c2ac4,191,0,188
7500,7500,0,1,4c9cee14,191,0,188
7501,7501,0,1,4c9db164,191,0,188
7502,7502,0,1,4c9e74b4,191,0,188
7503,7503,0,1,4c9f3804,191,0,188
7504,7504,0,1,4c9ffb54,191,0,188
7505,7505,0,1,4ca0bea4,191,0,188
7506,7506,0,1,4ca181f4,191,0,188
7507,7507,0,1,4ca24544,191,0,188
7508,7508,0,1,4ca30894,191,0,188
7509,7509,0,1,4ca3cbe4,190,0,188
7510,7510,0,1,4ca48f34,192,0,188
7511,7511,0,1,4ca55284,191,0,188
7512,7512,0,1,4ca615d4,191,0,188
7513,7513,0,1,4ca6d924,191,0,188
7514,7514,0,1,4ca79c74,191,0,188
7515,7515,0,1,4ca85fc4,191,0,188
7516,7516,0,1,4ca92314,191,0,188
7517,7517,0,1,4ca9e664,191,0,188
7518,7518,0,1,4caaa9b4,190,0,188
7519,7519,0,1,4cab6d04,191,0,188
7520,7520,0,1,4cac3054,191,0,188
7521,7521,0,1,4cacf3a4,191,0,188
7522,7522,0,1,4cadb6f4,190,0,188
7523,7523,0,1,4cae7a44,192,0,188
7524,7524,0,1,4caf3d94,191,0,188
7525,7525,0,1,4cb000e4,191,0,188
7526,7526,0,1,4cb0c434,191,0,188
7527,7527,0,1,4cb18784,190,0,188
7528,7528,0,1,4cb24ad4,191,0,188
7529,7529,0,1,4cb30e24,191,0,188
7530,7530,0,1,4cb3d174,191,0,188
7531,7531,0,1,4cb494c4,191,0,188
7532,7532,0,1,4cb55814,191,0,188
7533,7533,0,1,4cb61b64,191,0,188
7534,7534,0,1,4cb6deb4,191,0,188
7535,7535,0,1,4cb7a204,190,0,188
7536,7536,0,1,4cb86554,192,0,189
7537,7537,0,1,4cb928a4,192,0,189
7538,7538,0,1,4cb9ebf4,192,0,189
7539,7539,0,1,4cbaaf44,192,0,189
7540,7540,0,1,4cbb7294,193,0,189
7541,7541,0,1,4cbc35e4,192,0,189
7542,7542,0,1,4cbcf934,193,0,189
7543,7543,0,1,4cbdbc84,194,0,189
7544,7544,0,1,4cbe7fd4,191,0,189
7545,7545,0,1,4cbf4324,192,0,189
7546,7546,0,1,4cc00674,193,0,189
7547,7547,0,1,4cc0c9c4,192,0,189
7548,7548,0,1,4cc18d14,192,0,189
7549,7549,0,1,4cc25064,193,0,189
7550,7550,0,1,4cc313b4,193,0,189
7551,7551,0,1,4cc3d704,192,0,189
7552,7552,0,1,4cc49a54,193,0,189
7553,7553,0,1,4cc55da4,193,0,189
7554,7554,0,1,4cc620f4,192,0,189
7555,7555,0,1,4cc6e444,192,0,189
7556,7556,0,1,4cc7a794,193,0,189
7557,7557,0,1,4cc86ae4,192,0,189
7558,7558,0,1,4cc92e34,192,0,189
7559,7559,0,1,4cc9f184,193,0,189
7560,7560,0,1,4ccab4d4,192,0,189
7561,7561,0,1,4ccb7824,192,0,189
7562,7562,0,1,4ccc3b74,193,0,189
7563,7563,0,1,4cccfec4,194,0,189
7564,7564,0,1,4ccdc214,191,0,189
7565,7565,0,1,4cce8564,193,0,189
7566,7566,0,1,4ccf48b4,192,0,189
7567,7567,0,1,4cd00c04,192,0,189
7568,7568,0,1,4cd0cf54,192,0,189
7569,7569,0,1,4cd192a4,194,0,189
7570,7570,0,1,4cd255f4,193,0,189
7571,7571,0,1,4cd31944,192,0,189
7572,7572,0,1,4cd3dc94,193,0,189
7573,7573,0,1,4cd49fe4,193,0,189
7574,7574,0,1,4cd56334,192,0,189
7575,7575,0,1,4cd62684,192,0,189
7576,7576,0,1,4cd6e9d4,194,0,190
7577,7577,0,1,4cd7ad24,193,0,190
7578,7578,0,1,4cd87074,193,0,190
7579,7579,0,1,4cd933c4,193,0,190
7580,7580,0,1,4cd9f714,193,0,190
7581,7581,0,1,4cdaba64,193,0,190
7582,7582,0,1,4cdb7db4,193,0,190
7583,7583,0,1,4cdc4104,194,0,190
7584,7584,0,1,4cdd0454,193,0,190
7585,7585,0,1,4cddc7a4,194,0,190
7586,7586,0,1,4cde8af4,193,0,190
7587,7587,0,1,4cdf4e44,193,0,190
7588,7588,0,1,4ce01194,192,0,190
7589,7589,0,1,4ce0d4e4,194,0,190
7590,7590,0,1,4ce19834,193,0,190
7591,7591,0,1,4ce25b84,193,0,190
7592,7592,0,1,4ce31ed4,194,0,190
7593,7593,0,1,4ce3e224,193,0,190
7594,7594,0,1,4ce4a574,193,0,190
7595,7595,0,1,4ce568c4,192,0,190
7596,7596,0,1,4ce62c14,194,0,190
7597,7597,0,1,4ce6ef64,193,0,190
7598,7598,0,1,4ce7b2b4,193,0,190
7599,7599,0,1,4ce87604,193,0,190
7600,7600,0,1,4ce93954,193,0,190
7601,7601,0,1,4ce9fca4,193,0,190
7602,7602,0,1,4ceabff4,193,0,190
7603,7603,0,1,4ceb8344,194,0,190
7604,7604,0,1,4cec4694,193,0,190
7605,7605,0,1,4ced09e4,193,0,190
7606,7606,0,1,4cedcd34,194,0,190
7607,7607,0,1,4cee9084,193,0,190
7608,7608,0,1,4cef53d4,193,0,190
7609,7609,0,1,4cf01724,193,0,190
7610,7610,0,1,4cf0da74,194,0,190
7611,7611,0,1,4cf19dc4,193,0,190
7612,7612,0,1,4cf26114,193,0,190
7613,7613,0,1,4cf32464,193,0,190
7614,7614,0,1,4cf3e7b4,193,0,190
7615,7615,0,1,4cf4ab04,192,0,190
7616,7616,0,1,4cf56e54,194,0,191
7617,7617,0,1,4cf631a4,194,0,191
7618,7618,0,1,4cf6f4f4,194,0,191
7619,7619,0,1,4cf7b844,194,0,191
7620,7620,0,1,4cf87b94,194,0,191
7621,7621,0,1,4cf93ee4,194,0,191
7622,7622,0,1,4cfa0234,194,0,191
7623,7623,0,1,4cfac584,194,0,191
7624,7624,0,1,4cfb88d4,194,0,191
7625,7625,0,1,4cfc4c24,194,0,191
7626,7626,0,1,4cfd0f74,194,0,191
7627,7627,0,1,4cfdd2c4,194,0,191
7628,7628,0,1,4cfe9614,194,0,191
7629,7629,0,1,4cff5964,194,0,191
7630,7630,0,1,4d001cb4,195,0,191
7631,7631,0,1,4d00e004,194,0,191
7632,7632,0,1,4d01a354,194,0,191
7633,7633,0,1,4d0266a4,194,0,191
7634,7634,0,1,4d0329f4,194,0,191
7635,7635,0,1,4d03ed44,194,0,191
7636,7636,0,1,4d04b094,194,0,191
7637,7637,0,1,4d0573e4,194,0,191
7638,7638,0,1,4d063734,194,0,191
7639,7639,0,1,4d06fa84,194,0,191
7640,7640,0,1,4d07bdd4,194,0,191
7641,7641,0,1,4d088124,194,0,191
7642,7642,0,1,4d094474,194,0,191
7643,7643,0,1,4d0a07c4,194,0,191
7644,7644,0,1,4d0acb14,196,0,191
7645,7645,0,1,4d0b8e64,194,0,191
7646,7646,0,1,4d0c51b4,194,0,191
7647,7647,0,1,4d0d1504,194,0,191
7648,7648,0,1,4d0dd854,194,0,191
7649,7649,0,1,4d0e9ba4,194,0,191
7650,7650,0,1,4d0f5ef4,194,0,191
7651,7651,0,1,4d102244,196,0,191
7652,7652,0,1,4d10e594,194,0,191
7653,7653,0,1,4d11a8e4,194,0,191
7654,7654,0,1,4d126c34,194,0,191
7655,7655,0,1,4d132f84,194,0,191
7656,7656,0,1,4d13f2d4,194,0,192
7657,7657,0,1,4d14b624,197,0,192
7658,7658,0,1,4d157974,196,0,192
7659,7659,0,1,4d163cc4,194,0,192
7660,7660,0,1,4d170014,196,0,192
7661,7661,0,1,4d17c364,196,0,192
7662,7662,0,1,4d1886b4,196,0,192
7663,7663,0,1,4d194a04,194,0,192
7664,7664,0,1,4d1a0d54,197,0,192
7665,7665,0,1,4d1ad0a4,196,0,192
7666,7666,0,1,4d1b93f4,195,0,192
7667,7667,0,1,4d1c5744,196,0,192
7668,7668,0,1,4d1d1a94,194,0,192
7669,7669,0,1,4d1ddde4,196,0,192
7670,7670,0,1,4d1ea134,196,0,192
7671,7671,0,1,4d1f6484,196,0,192
7672,7672,0,1,4d2027d4,194,0,192
7673,7673,0,1,4d20eb24,196,0,192
7674,7674,0,1,4d21ae74,196,0,192
7675,7675,0,1,4d2271c4,194,0,192
7676,7676,0,1,4d233514,195,0,192
7677,7677,0,1,4d23f864,196,0,192
7678,7678,0,1,4d24bbb4,196,0,192
7679,7679,0,1,4d257f04,194,0,192
7680,7680,0,1,4d264254,196,0,192
7681,7681,0,1,4d2705a4,196,0,192
7682,7682,0,1,4d27c8f4,194,0,192
7683,7683,0,1,4d288c44,196,0,192
7684,7684,0,1,4d294f94,196,0,192
7685,7685,0,1,4d2a12e4,196,0,192
7686,7686,0,1,4d2ad634,196,0,192
7687,7687,0,1,4d2b9984,196,0,192
7688,7688,0,1,4d2c5cd4,196,0,192
7689,7689,0,1,4d2d2024,194,0,192
7690,7690,0,1,4d2de374,194,0,192
7691,7691,0,1,4d2ea6c4,196,0,192
7692,7692,0,1,4d2f6a14,197,0,192
7693,7693,0,1,4d302d64,194,0,192
7694,7694,0,1,4d30f0b4,196,0,192
7695,7695,0,1,4d31b404,197,0,192
7696,7696,0,1,4d327754,194,0,193
7697,7697,0,1,4d333aa4,196,0,193
7698,7698,0,1,4d33fdf4,197,0,193
7699,7699,0,1,4d34c144,197,0,193
7700,7700,0,1,4d358494,196,0,193
7701,7701,0,1,4d3647e4,197,0,193
7702,7702,0,1,4d370b34,197,0,193
7703,7703,0,1,4d37ce84,197,0,193
7704,7704,0,1,4d3891d4,197,0,193
7705,7705,0,1,4d395524,197,0,193
7706,7706,0,1,4d3a1874,197,0,193
7707,7707,0,1,4d3adbc4,196,0,193
7708,7708,0,1,4d3b9f14,197,0,193
7709,7709,0,1,4d3c6264,197,0,193
7710,7710,0,1,4d3d25b4,197,0,193
7711,7711,0,1,4d3de904,197,0,193
7712,7712,0,1,4d3eac54,197,0,193
7713,7713,0,1,4d3f6fa4,197,0,193
7714,7714,0,1,4d4032f4,197,0,193
7715,7715,0,1,4d40f644,197,0,193
7716,7716,0,1,4d41b994,197,0,193
7717,7717,0,1,4d427ce4,197,0,193
7718,7718,0,1,4d434034,196,0,193
7719,7719,0,1,4d440384,197,0,193
7720,7720,0,1,4d44c6d4,197,0,193
7721,7721,0,1,4d458a24,197,0,193
7722,7722,0,1,4d464d74,197,0,193
7723,7723,0,1,4d4710c4,197,0,193
7724,7724,0,1,4d47d414,197,0,193
7725,7725,0,1,4d489764,197,0,193
7726,7726,0,1,4d495ab4,197,0,193
7727,7727,0,1,4d4a1e04,197,0,193
7728,7728,0,1,4d4ae154,197,0,193
7729,7729,0,1,4d4ba4a4,197,0,193
7730,7730,0,1,4d4c67f4,197,0,193
7731,7731,0,1,4d4d2b44,197,0,193
7732,7732,0,1,4d4dee94,197,0,193
7733,7733,0,1,4d4eb1e4,197,0,193
7734,7734,0,1,4d4f7534,197,0,193
7735,7735,0,1,4d503884,197,0,193
7736,7736,0,1,4d50fbd4,197,0,194
7737,7737,0,1,4d51bf24,197,0,194
7738,7738,0,1,4d528274,197,0,194
7739,7739,0,1,4d5345c4,197,0,194
7740,7740,0,1,4d540914,197,0,194
7741,7741,0,1,4d54cc64,197,0,194
7742,7742,0,1,4d558fb4,197,0,194
7743,7743,0,1,4d565304,197,0,194
7744,7744,0,1,4d571654,197,0,194
7745,7745,0,1,4d57d9a4,197,0,194
7746,7746,0,1,4d589cf4,197,0,194
7747,7747,0,1,4d596044,197,0,194
7748,7748,0,1,4d5a2394,197,0,194
7749,7749,0,1,4d5ae6e4,197,0,194
7750,7750,0,1,4d5baa34,197,0,194
7751,7751,0,1,4d5c6d84,197,0,194
7752,7752,0,1,4d5d30d4,197,0,194
7753,7753,0,1,4d5df424,197,0,194
7754,7754,0,1,4d5eb774,197,0,194
7755,7755,0,1,4d5f7ac4,197,0,194
7756,7756,0,1,4d603e14,197,0,194
7757,7757,0,1,4d610164,197,0,194
7758,7758,0,1,4d61c4b4,197,0,194
7759,7759,0,1,4d628804,197,0,194
7760,7760,0,1,4d634b54,197,0,194
7761,7761,0,1,4d640ea4,197,0,194
7762,7762,0,1,4d64d1f4,197,0,194
7763,7763,0,1,4d659544,197,0,194
7764,7764,0,1,4d665894,197,0,194
7765,7765,0,1,4d671be4,197,0,194
7766,7766,0,1,4d67df34,197,0,194
7767,7767,0,1,4d68a284,197,0,194
7768,7768,0,1,4d6965d4,197,0,194
7769,7769,0,1,4d6a2924,197,0,194
7770,7770,0,1,4d6aec74,197,0,194
7771,7771,0,1,4d6bafc4,197,0,194
7772,7772,0,1,4d6c7314,197,0,194
7773,7773,0,1,4d6d3664,197,0,194
7774,7774,0,1,4d6df9b4,197,0,194
7775,7775,0,1,4d6ebd04,197,0,194
7776,7776,0,1,4d6f8054,197,0,195
7777,7777,0,1,4d7043a4,197,0,195
7778,7778,0,1,4d7106f4,197,0,195
7779,7779,0,1,4d71ca44,197,0,195
7780,7780,0,1,4d728d94,197,0,195
7781,7781,0,1,4d7350e4,198,0,195
7782,7782,0,1,4d741434,198,0,195
7783,7783,0,1,4d74d784,197,0,195
7784,7784,0,1,4d759ad4,197,0,195
7785,7785,0,1,4d765e24,197,0,195
7786,7786,0,1,4d772174,197,0,195
7787,7787,0,1,4d77e4c4,197,0,195
7788,7788,0,1,4d78a814,197,0,195
7789,7789,0,1,4d796b64,197,0,195
7790,7790,0,1,4d7a2eb4,197,0,195
7791,7791,0,1,4d7af204,198,0,195
7792,7792,0,1,4d7bb554,197,0,195
7793,7793,0,1,4d7c78a4,197,0,195
7794,7794,0,1,4d7d3bf4,197,0,195
7795,7795,0,1,4d7dff44,198,0,195
7796,7796,0,1,4d7ec294,197,0,195
7797,7797,0,1,4d7f85e4,197,0,195
7798,7798,0,1,4d804934,197,0,195
7799,7799,0,1,4d810c84,197,0,195
7800,7800,0,1,4d81cfd4,197,0,195
7801,7801,0,1,4d829324,197,0,195
7802,7802,0,1,4d835674,198,0,195
7803,7803,0,1,4d8419c4,197,0,195
7804,7804,0,1,4d84dd14,197,0,195
7805,7805,0,1,4d85a064,197,0,195
7806,7806,0,1,4d8663b4,197,0,195
7807,7807,0,1,4d872704,197,0,195
7808,7808,0,1,4d87ea54,197,0,195
7809,7809,0,1,4d88ada4,198,0,195
7810,7810,0,1,4d8970f4,197,0,195
7811,7811,0,1,4d8a3444,197,0,195
7812,7812,0,1,4d8af794,197,0,195
7813,7813,0,1,4d8bbae4,197,0,195
7814,7814,0,1,4d8c7e34,197,0,195
7815,7815,0,1,4d8d4184,197,0,195
7816,7816,0,1,4d8e04d4,198,0,196
7817,7817,0,1,4d8ec824,197,0,196
7818,7818,0,1,4d8f8b74,198,0,196
7819,7819,0,1,4d904ec4,199,0,196
7820,7820,0,1,4d911214,198,0,196
7821,7821,0,1,4d91d564,197,0,196
7822,7822,0,1,4d9298b4,199,0,196
7823,7823,0,1,4d935c04,198,0,196
7824,7824,0,1,4d941f54,198,0,196
7825,7825,0,1,4d94e2a4,198,0,196
7826,7826,0,1,4d95a5f4,198,0,196
7827,7827,0,1,4d966944,197,0,196
7828,7828,0,1,4d972c94,198,0,196
7829,7829,0,1,4d97efe4,199,0,196
7830,7830,0,1,4d98b334,198,0,196
7831,7831,0,1,4d997684,198,0,196
7832,7832,0,1,4d9a39d4,199,0,196
7833,7833,0,1,4d9afd24,198,0,196
7834,7834,0,1,4d9bc074,198,0,196
7835,7835,0,1,4d9c83c4,199,0,196
7836,7836,0,1,4d9d4714,200,0,196
7837,7837,0,1,4d9e0a64,197,0,196
7838,7838,0,1,4d9ecdb4,199,0,196
7839,7839,0,1,4d9f9104,198,0,196
7840,7840,0,1,4da05454,198,0,196
7841,7841,0,1,4da117a4,198,0,196
7842,7842,0,1,4da1daf4,198,0,196
7843,7843,0,1,4da29e44,198,0,196
7844,7844,0,1,4da36194,198,0,196
7845,7845,0,1,4da424e4,198,0,196
7846,7846,0,1,4da4e834,198,0,196
7847,7847,0,1,4da5ab84,198,0,196
7848,7848,0,1,4da66ed4,197,0,196
7849,7849,0,1,4da73224,199,0,196
7850,7850,0,1,4da7f574,198,0,196
7851,7851,0,1,4da8b8c4,198,0,196
7852,7852,0,1,4da97c14,198,0,196
7853,7853,0,1,4daa3f64,198,0,196
7854,7854,0,1,4dab02b4,197,0,196
7855,7855,0,1,4dabc604,197,0,196
7856,7856,0,1,4dac8954,199,0,197
7857,7857,0,1,4dad4ca4,198,0,197
7858,7858,0,1,4dae0ff4,199,0,197
7859,7859,0,1,4daed344,199,0,197
7860,7860,0,1,4daf9694,199,0,197
7861,7861,0,1,4db059e4,199,0,197
7862,7862,0,1,4db11d34,201,0,197
7863,7863,0,1,4db1e084,201,0,197
7864,7864,0,1,4db2a3d4,199,0,197
7865,7865,0,1,4db36724,199,0,197
7866,7866,0,1,4db42a74,200,0,197
7867,7867,0,1,4db4edc4,199,0,197
7868,7868,0,1,4db5b114,198,0,197
7869,7869,0,1,4db67464,201,0,197
7870,7870,0,1,4db737b4,201,0,197
7871,7871,0,1,4db7fb04,198,0,197
7872,7872,0,1,4db8be54,199,0,197
7873,7873,0,1,4db981a4,200,0,197
7874,7874,0,1,4dba44f4,199,0,197
7875,7875,0,1,4dbb0844,198,0,197
7876,7876,0,1,4dbbcb94,201,0,197
7877,7877,0,1,4dbc8ee4,198,0,197
7878,7878,0,1,4dbd5234,198,0,197
7879,7879,0,1,4dbe1584,201,0,197
7880,7880,0,1,4dbed8d4,199,0,197
7881,7881,0,1,4dbf9c24,198,0,197
7882,7882,0,1,4dc05f74,201,0,197
7883,7883,0,1,4dc122c4,201,0,197
7884,7884,0,1,4dc1e614,198,0,197
7885,7885,0,1,4dc2a964,199,0,197
7886,7886,0,1,4dc36cb4,201,0,197
7887,7887,0,1,4dc43004,199,0,197
7888,7888,0,1,4dc4f354,199,0,197
7889,7889,0,1,4dc5b6a4,201,0,197
7890,7890,0,1,4dc679f4,200,0,197
7891,7891,0,1,4dc73d44,199,0,197
7892,7892,0,1,4dc80094,201,0,197
7893,7893,0,1,4dc8c3e4,199,0,197
7894,7894,0,1,4dc98734,199,0,197
7895,7895,0,1,4dca4a84,199,0,197
7896,7896,0,1,4dcb0dd4,201,0,198
7897,7897,0,1,4dcbd124,201,0,198
7898,7898,0,1,4dcc9474,201,0,198
7899,7899,0,1,4dcd57c4,201,0,198
7900,7900,0,1,4dce1b14,201,0,198
7901,7901,0,1,4dcede64,201,0,198
7902,7902,0,1,4dcfa1b4,201,0,198
7903,7903,0,1,4dd06504,201,0,198
7904,7904,0,1,4dd12854,201,0,198
7905,7905,0,1,4dd1eba4,201,0,198
7906,7906,0,1,4dd2aef4,201,0,198
7907,7907,0,1,4dd37244,201,0,198
7908,7908,0,1,4dd43594,201,0,198
7909,7909,0,1,4dd4f8e4,201,0,198
7910,7910,0,1,4dd5bc34,201,0,198
7911,7911,0,1,4dd67f84,201,0,198
7912,7912,0,1,4dd742d4,201,0,198
7913,7913,0,1,4dd80624,201,0,198
7914,7914,0,1,4dd8c974,201,0,198
7915,7915,0,1,4dd98cc4,201,0,198
7916,7916,0,1,4dda5014,202,0,198
